code,title,year,genres,rating,cast
tt1911553,The Chef,2012,"Comedy,Drama",6.6,"Jean Reno, Michaël Youn, Raphaëlle Agogué, Julien Boisselier, Salomé Stévenin"
tt1911600,Miss Bala,2011,"Action,Crime,Drama",6.5,"Stephanie Sigman, Noé Hernández, Irene Azuela, J.R. Yenque, Juan Carlos Galván"
tt1911644,The Call,2013,"Drama,Horror,Thriller",6.7,"Halle Berry, Evie Thompson, Abigail Breslin, Morris Chestnut, Michael Eklund"
tt1911658,Penguins of Madagascar,2014,"Action,Adventure,Animation",6.6,"Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon, John Malkovich"
tt1911662,Vehicle 19,2013,"Action,Thriller",4.9,"Paul Walker, Naima McLean, Gys de Villiers, Leyla Haidarian, Leyla Haidarian"
tt1912398,God Bless America,2011,"Comedy,Crime,Drama",7.1,"Joel Murray, Tara Lynne Barr, Mackenzie Brooke Smith, Melinda Page Hamilton, Rich McDonald"
tt1913166,Nurse,2013,"Horror,Thriller",4.5,"Paz de la Huerta, Katrina Bowden, Judd Nelson, Corbin Bleu, Boris Kodjoe"
tt1915581,Magic Mike,2012,"Comedy,Drama,Music",6.1,"Channing Tatum, Alex Pettyfer, Olivia Munn, Matthew McConaughey, James Martin Kelly"
tt19175696,Sister Death,2023,"Horror,Mystery",5.7,"Aria Bedmar, Maru Valdivielso, Luisa Merelas, Chelo Vivares, Sara Roch"
tt1918734,2067,2020,"Mystery,Sci-Fi",4.9,"Aaron Glenane, Kodi Smit-McPhee, Ryan Kwanten, Finn Little, Deborah Mailman"
tt1918886,Joker,2012,"Comedy,Family,Sci-Fi",2.5,"Akshay Kumar, Akshay Kumar, Sonakshi Sinha, Shreyas Talpade, Minissha Lamba"
tt1918965,Murder 2,2011,"Action,Crime,Drama",6.3,"Emraan Hashmi, Jacqueline Fernandez, Prashant Narayanan, Sulagna Panigrahi, Sudhanshu Pandey"
tt1920849,Bachelorette,2012,"Comedy,Romance",5.3,"Kirsten Dunst, Isla Fisher, Lizzy Caplan, James Marsden, Rebel Wilson"
tt1920885,Big Fish & Begonia,2016,"Adventure,Animation,Drama",7.0,"Guanlin Ji, Shangqing Su, Timmy Xu, Shulan Pan, Yuanyuan Zhang"
tt1920945,Good Vibrations,2012,"Biography,Drama,Music",7.2,"Cathal Maguire, Peter Kelly, Charlie Berkeley, Jack Carberry, Brendan Reid"
tt1921043,The Clown,2011,"Comedy,Drama",7.2,"Selton Mello, Selton Mello, Paulo José, Paulo José, Larissa Manoela"
tt1921064,Pompeii,2014,"Action,Adventure,Drama",5.5,"Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje, Dylan Schombing"
tt1921070,Pusher,2012,"Crime,Thriller",5.5,"Richard Coyle, Bronson Webb, Agyness Deyn, Zlatko Buric, Mem Ferda"
tt1921149,Trash,2014,"Adventure,Crime,Drama",7.1,"Rickson Tevez, Gabriel Weinstein, Martin Sheen, Rooney Mara, Wagner Moura"
tt1922612,Glee: The 3D Concert Movie,2011,"Comedy,Documentary,Music",5.6,"Cory Monteith, Dianna Agron, Lea Michele, Chris Colfer, Darren Criss"
tt1922685,Phantom,2013,"Drama,History,Thriller",5.9,"Ed Harris, Julian Adams, David Duchovny, William Fichtner, Lance Henriksen"
tt1922777,Sinister,2012,"Horror,Mystery,Thriller",6.8,"Ethan Hawke, Juliet Rylance, James Ransone, Fred Thompson, Michael Hall D'Addario"
tt1924245,Cry Macho,2021,Drama,5.7,"Clint Eastwood, Dwight Yoakam, Daniel V. Graulau, Amber Lynn Ashley, Brytnee Atkinson"
tt1924277,Unit 7,2012,"Action,Adventure,Crime",6.5,"Inma Alcántara, Andrés Blanco, Javier Berger, Manuel Bernal, Jacinto Bobo"
tt1924394,The Angels' Share,2012,"Comedy,Crime,Drama",7.0,"Paul Brannigan, John Henshaw, Roger Allam, Gary Maitland, Siobhan Reilly"
tt1924396,The Best Offer,2013,"Crime,Drama,Mystery",7.8,"Geoffrey Rush, Jim Sturgess, Sylvia Hoeks, Donald Sutherland, Philip Jackson"
tt19244260,Red Right Hand,2024,"Action,Thriller",5.5,"Brian Geraghty, Orlando Bloom, Garret Dillahunt, Andie MacDowell, James Lafferty"
tt1924429,Trance,2013,"Crime,Drama,Mystery",6.9,"James McAvoy, Rosario Dawson, Vincent Cassel, Danny Sapani, Matt Cross"
tt1924435,Let's Be Cops,2014,"Action,Comedy,Crime",6.4,"Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev, James D'Arcy"
tt19246408,The Nightingale of Bursa,2023,"Comedy,Drama,Music",6.8,"Ata Demirer, Cem Gelinoglu, Özge Özacar, Tarik Papuççuoglu, Celil Nalçakan"
tt1925421,Elena,2011,"Crime,Drama,Thriller",7.3,"Nadezhda Markina, Andrey Smirnov, Aleksey Rozin, Elena Lyadova, Evgeniya Konushkina"
tt1925431,Fire with Fire,2012,"Action,Crime,Mystery",5.6,"Josh Duhamel, Bruce Willis, Rosario Dawson, Vincent D'Onofrio, 50 Cent"
tt1925435,Frankenstein's Army,2013,"Horror,Sci-Fi",5.4,"Robert Gwilym, Hon Ping Tang, Hon Ping Tang, Alexander Terentyev, Alexander Terentyev"
tt1925479,Officer Down,2013,"Crime,Drama",5.5,"Stephen Dorff, Stephen Lang, David Boreanaz, James Woods, Kaitlyn Black"
tt1925518,The Protector 2,2013,Action,5.3,"Tony Jaa, RZA, Phetthai Vongkumlao, JeeJa Yanin, Marrese Crump"
tt1926313,Pyaar Ka Punchnama,2011,"Comedy,Drama,Romance",7.6,"Kartik Aaryan, Kartik Aaryan, Raayo S. Bakhirta, Divyendu Sharma, Divyendu Sharma"
tt1927077,Letters to Santa,2011,"Comedy,Romance",7.2,"Piotr Adamczyk, Katarzyna Bujakiewicz, Agnieszka Dygant, Roma Gasiorowska, Jakub Jankiewicz"
tt1928330,Bad Ass,2012,"Action,Comedy,Crime",5.5,"Danny Trejo, Charles S. Dutton, Ron Perlman, Patrick Fabian, Joyful Drake"
tt1928340,After the Dark,2013,"Drama,Fantasy,Mystery",5.6,"James D'Arcy, Sophie Lowe, Daryl Sabara, Freddie Stroma, Rhys Wakefield"
tt19289040,Jahaan Chaar Yaar,2022,"Comedy,Drama",3.3,"Swara Bhasker, Meher Vij, Shikha Talsania, Pooja Chopra, Nayani Dixit"
tt1929263,Heaven Is for Real,2014,"Biography,Drama,Family",5.9,"Greg Kinnear, Kelly Reilly, Thomas Haden Church, Connor Corum, Lane Styles"
tt1929308,Magic Magic,2013,"Drama,Thriller",5.0,"Michael Cera, Juno Temple, Emily Browning, Catalina Sandino Moreno, Agustín Silva"
tt1930294,Black Rock,2012,"Horror,Thriller",4.8,"Katie Aselton, Lake Bell, Kate Bosworth, Will Bouvier, Jay Paulson"
tt1930546,Arthur Newman,2012,"Comedy,Drama",5.6,"Colin Firth, Emily Blunt, Anne Heche, Sterling Beaumon, Lucas Hedges"
tt1931435,The Big Wedding,2013,"Comedy,Drama,Romance",5.6,"Robert De Niro, Diane Keaton, Katherine Heigl, Amanda Seyfried, Topher Grace"
tt1931470,Declaration of War,2011,Drama,7.0,"Valérie Donzelli, Jérémie Elkaïm, César Desseix, Gabriel Elkaïm, Brigitte Sy"
tt1931533,Seven Psychopaths,2012,"Comedy,Crime",7.1,"Colin Farrell, Woody Harrelson, Sam Rockwell, Christopher Walken, Michael Pitt"
tt1931602,Very Good Girls,2013,"Drama,Romance",5.9,"Dakota Fanning, Elizabeth Olsen, Sterling Jones, Lenny Platt, Boyd Holbrook"
tt1932718,Thanks for Sharing,2012,"Comedy,Drama,Romance",6.4,"Mark Ruffalo, Tim Robbins, Gwyneth Paltrow, Josh Gad, Joely Richardson"
tt1932767,What Maisie Knew,2012,Drama,7.4,"Julianne Moore, Alexander Skarsgård, Steve Coogan, Joanna Vanderham, Onata Aprile"
tt1934231,Delhi Belly,2011,"Action,Comedy,Crime",7.6,"Imran Khan, Imran Khan, Vir Das, Kunaal Roy Kapur, Shenaz Treasury"
tt1935065,Not Suitable for Children,2012,"Comedy,Romance",5.8,"Ryan Kwanten, Sarah Snook, Ryan Corr, Bojana Novakovic, Susan Prior"
tt1935179,Mud,2012,"Adventure,Drama",7.4,"Matthew McConaughey, Tye Sheridan, Jacob Lofland, Sam Shepard, Reese Witherspoon"
tt1935194,Overdrive,2017,"Action,Adventure,Crime",5.4,"Scott Eastwood, Freddie Thorp, Ana de Armas, Gaia Weiss, Simon Abkarian"
tt1935302,Monsters: Dark Continent,2014,"Action,Drama,Sci-Fi",4.3,"Johnny Harris, Sam Keeley, Joe Dempsie, Sofia Boutella, Kyle Soller"
tt19356262,Drive-Away Dolls,2024,"Action,Comedy,Thriller",5.4,"Margaret Qualley, Geraldine Viswanathan, Beanie Feldstein, Joey Slotnick, C.J. Wilson"
tt1935859,Miss Peregrine's Home for Peculiar Children,2016,"Adventure,Drama,Family",6.7,"Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench, Rupert Everett"
tt1935896,The ABCs of Death,2012,"Comedy,Horror",4.7,"Ingrid Bolsø Berdal, Iván González, Kyra Zagorsky, Lucy Clements, Eva Llorach"
tt1935897,Amityville: The Awakening,2017,"Horror,Thriller",4.8,"Jennifer Jason Leigh, Bella Thorne, Mckenna Grace, Cameron Monaghan, Thomas Mann"
tt1935902,The Brass Teapot,2012,"Comedy,Fantasy,Thriller",6.3,"Juno Temple, Michael Angarano, Alexis Bledel, Billy Magnussen, Alia Shawkat"
tt1935914,The Last Days,2013,"Horror,Sci-Fi,Thriller",6.1,"Quim Gutiérrez, Jose Coronado, Marta Etura, Leticia Dolera, Mikel Iglesias"
tt1935940,Get Santa,2014,"Comedy,Family,Fantasy",6.3,"Jim Broadbent, Rafe Spall, Kit Connor, Ewen Bremner, Warwick Davis"
tt1937118,Chinese Puzzle,2013,"Comedy,Drama,Romance",6.9,"Romain Duris, Audrey Tautou, Cécile de France, Kelly Reilly, Sandrine Holt"
tt1937133,On the Other Side of the Tracks,2012,"Action,Comedy,Crime",5.8,"Omar Sy, Laurent Lafitte, Sabrina Ouazani, Lionel Abelanski, Youssef Hajdi"
tt1937149,The Body,2012,"Crime,Drama,Mystery",7.6,"Jose Coronado, Hugo Silva, Belén Rueda, Aura Garrido, Miquel Gelabert"
tt1937264,Now Is Good,2012,"Drama,Romance",7.0,"Dakota Fanning, Josef Altin, Jeremy Irvine, Paddy Considine, Olivia Williams"
tt1937269,One Small Hitch,2013,"Comedy,Romance",6.5,"Shane McRae, Aubrey Dollar, Daniel J. Travanti, Janet Ulrich Brooks, Mary Jo Faraci"
tt1937339,Sunny,2011,"Comedy,Drama",7.7,"Yoo Ho-jeong, Shim Eun-kyung, Jin Hee-kyung, Kim Min-yeong, Go Su-hee"
tt1937390,Nymphomaniac: Vol. I,2013,Drama,6.9,"Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin, Shia LaBeouf, Christian Slater"
tt1937449,At Any Price,2012,"Drama,Sport,Thriller",5.6,"Dennis Quaid, Zac Efron, Kim Dickens, Heather Graham, Aaron B. Oduber"
tt1939659,Carrie,2013,"Drama,Horror,Thriller",5.8,"Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday, Zoë Belkin"
tt19406606,The Shift,2023,"Action,Romance,Sci-Fi",5.5,"Kristoffer Polaha, Neal McDonough, Elizabeth Tabish, Sean Astin, Rose Reid"
tt1945044,Exeter,2015,"Horror,Mystery,Thriller",4.5,"Stephen Lang, Kevin Chapman, Kelly Blatz, Brittany Curran, Brett Dier"
tt1945062,About Cherry,2012,Drama,4.8,"Ashley Hinshaw, James Franco, Heather Graham, Lili Taylor, Dev Patel"
tt1945084,Everly,2014,"Action,Thriller",5.1,"Salma Hayek, Hiroyuki Watanabe, Laura Cepeda, Togo Igawa, Akie Kotabe"
tt1945228,Voyage of Time: Life's Journey,2016,"Documentary,Drama",6.5,"Cate Blanchett, Jamal Cavil, Maisha Diatta, Yagazie Emezi, Daryl James Harris II"
tt1946502,UglyDolls,2019,"Adventure,Animation,Comedy",5.1,"Kelly Clarkson, Nick Jonas, Janelle Monáe, Blake Shelton, Pitbull"
tt19465630,Sniper. The White Raven,2022,"Drama,War",6.4,"Pavlo Aldoshyn, Maryna Koshkina, Andrey Mostrenko, Roman Semysal, Oleg Drach"
tt1948150,Singham,2011,"Action,Crime,Drama",6.8,"Ajay Devgn, Kajal Aggarwal, Prakash Raj, Sudhanshu Pandey, Sonali Kulkarni"
tt19500164,Nimona,2023,"Action,Adventure,Animation",7.5,"Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang, Frances Conroy, Lorraine Toussaint"
tt1950186,Ford v Ferrari,2019,"Action,Biography,Drama",8.1,"Matt Damon, Christian Bale, Jon Bernthal, Caitríona Balfe, Josh Lucas"
tt1950235,Let It Snow,2019,"Comedy,Romance",5.9,"Isabela Merced, Shameik Moore, Odeya Rush, Liv Hewson, Mitchell Hope"
tt1951166,Capital,2012,Drama,6.5,"Gad Elmaleh, Gabriel Byrne, Liya Kebede, Natacha Régnier, Céline Sallette"
tt1951181,The Immigrant,2013,"Drama,Romance",6.6,"Marion Cotillard, Joaquin Phoenix, Jeremy Renner, Jeremy Renner, Dagmara Dominczyk"
tt1951216,The Look of Love,2013,"Biography,Comedy,Drama",6.0,"Steve Coogan, Matt Lucas, Anna Friel, Imogen Poots, Jennifer Ellis"
tt1951261,The Hangover Part III,2013,"Comedy,Crime",5.8,"Bradley Cooper, Zach Galifianakis, Ed Helms, Justin Bartha, Ken Jeong"
tt1951264,The Hunger Games: Catching Fire,2013,"Action,Adventure,Sci-Fi",7.5,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman, Jack Quaid"
tt1951265,The Hunger Games: Mockingjay - Part 1,2014,"Action,Adventure,Sci-Fi",6.6,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland"
tt1951266,The Hunger Games: Mockingjay - Part 2,2015,"Action,Adventure,Sci-Fi",6.6,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland"
tt1954206,The Dirty Picture,2011,"Biography,Comedy,Drama",6.6,"Vidya Balan, Vidya Balan, Emraan Hashmi, Tusshar Kapoor, Naseeruddin Shah"
tt1954315,Borgman,2013,"Drama,Mystery,Thriller",6.7,"Jan Bijvoet, Hadewych Minis, Jeroen Perceval, Alex van Warmerdam, Sara Hjort Ditlevsen"
tt1954470,Gangs of Wasseypur,2012,"Action,Comedy,Crime",8.2,"Manoj Bajpayee, Nawazuddin Siddiqui, Tigmanshu Dhulia, Richa Chadha, Reema Sen"
tt1954598,Ladies vs. Ricky Bahl,2011,"Comedy,Crime,Drama",6.0,"Ranveer Singh, Ranveer Singh, Ranveer Singh, Anushka Sharma, Anushka Sharma"
tt1954701,A Coffee in Berlin,2012,"Comedy,Drama",7.3,"Tom Schilling, Katharina Schüttler, Justus von Dohnányi, Andreas Schröders, Katharina Hauck"
tt1956620,Sex Tape,2014,"Comedy,Romance",5.1,"Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper, Rob Lowe"
tt1958043,The Houses October Built,2014,"Horror,Thriller",5.2,"Brandy Schaefer, Zack Andrews, Bobby Roe, Mikey Roe, Jeff Larson"
tt1959332,American Mary,2012,"Drama,Horror",6.2,"Katharine Isabelle, Antonio Cupo, Tristan Risk, David Lovgren, Paula Lindberg"
tt1959409,Imaginaerum,2012,"Drama,Fantasy,Musical",6.1,"Francis X. McCarthy, Glenda Braganza, Helene Robbie, Ilkka Villi, Ilkka Villi"
tt1959438,Kiss of the Damned,2012,"Drama,Horror,Romance",5.5,"Joséphine de La Baume, Ching Valdes-Aran, Milo Ventimiglia, Caitlin Keats, Ashley Munns"
tt1959490,Noah,2014,"Action,Adventure,Drama",5.8,"Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson, Ray Winstone"
tt1959563,The Hitman's Bodyguard,2017,"Action,Comedy,Crime",6.9,"Ryan Reynolds, Samuel L. Jackson, Gary Oldman, Elodie Yung, Tsuwayuki Saotome"
tt1961175,American Assassin,2017,"Action,Thriller",6.2,"Dylan O'Brien, Michael Keaton, Sanaa Lathan, Taylor Kitsch, Charlotte Vega"
tt1961675,Inside,2012,Drama,7.1,"Engin Günaydin, Serhat Tutumluer, Nihal Yalçin, Nergis Öztürk, Murat Cemcir"
tt19623228,Godland,2022,Drama,7.1,"Elliott Crosset Hove, Ingvar Sigurdsson, Vic Carmen Sonne, Jacob Lohmann, Hilmar Guðjónsson"
tt19623240,Winnie-the-Pooh: Blood and Honey,2023,Horror,2.9,"Nikolai Leon, Maria Taylor, Natasha Rose Mills, Amber Doig-Thorne, Danielle Ronald"
tt19637052,Love Lies Bleeding,2024,"Action,Adventure,Crime",6.6,"Anna Baryshnikov, Kristen Stewart, Dave Franco, Katy O'Brian, Jena Malone"
tt1964418,Tomorrowland,2015,"Action,Adventure,Family",6.4,"George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy, Tim McGraw"
tt1964624,In the House,2012,"Drama,Mystery,Thriller",7.3,"Fabrice Luchini, Vincent Schmitt, Ernst Umhauer, Kristin Scott Thomas, Emmanuelle Seigner"
tt1965065,Save the Date,2012,"Comedy,Romance",5.7,"Lizzy Caplan, Alison Brie, Mark Webber, Geoffrey Arend, Martin Starr"
tt1965272,Velayudham,2011,Action,6.1,"Joseph Vijay, Genelia Deshmukh, Hansika Motwani, Saranya Mohan, Santhanam"
tt19652910,EO,2022,Drama,6.7,"Hola, Tako, Marietta, Ettore, Rocco"
tt1965308,Interreflections,2020,"Documentary,Drama,Fantasy",5.7,"Chris Silcox, Shiah Luna, Selin Uzal, Veronica Farren, Chris Grabher"
tt19653180,Leila's Brothers,2022,Drama,7.9,"Saeed Poursamimi, Taraneh Alidoosti, Navid Mohammadzadeh, Payman Maadi, Farhad Aslani"
tt1966359,Father Figures,2017,"Comedy,Drama",5.5,"Owen Wilson, Ed Helms, Glenn Close, Robert Mello, Retta"
tt1966566,Stalingrad,2013,"Action,Drama,War",5.7,"Mariya Smolnikova, Yanina Studilina, Pyotr Fyodorov, Thomas Kretschmann, Sergey Bondarchuk"
tt1966604,The Imposter,2012,"Biography,Crime,Documentary",7.4,Adam O'Brian
tt1967545,Labor Day,2013,"Drama,Romance,Thriller",6.9,"Kate Winslet, Josh Brolin, Gattlin Griffith, Clark Gregg, Tobey Maguire"
tt1967614,The Comedian,2016,"Comedy,Drama,Romance",5.8,"Robert De Niro, Leslie Mann, Danny DeVito, Edie Falco, Harvey Keitel"
tt1969062,Infinitely Polar Bear,2014,"Comedy,Drama,Romance",6.9,"Mark Ruffalo, Zoe Saldaña, Imogene Wolodarsky, Ashley Aufderheide, Nekhebet Kum Juch"
tt19712072,Chengiz,2023,"Action,Crime,Thriller",7.6,"Jeet, Jeet, Susmita Chatterjee, Rohit Roy, Shataf Figar"
tt19713090,The Killer,2022,"Action,Crime,Thriller",6.7,"Jang Hyuk, Seo-young Lee, Bang Eun-Jung, Lee Chae-yeong, Jae-ok Choi"
tt1971325,Automata,2014,"Action,Drama,Sci-Fi",6.0,"Antonio Banderas, Birgitte Hjort Sørensen, Dylan McDermott, Melanie Griffith, Robert Forster"
tt1971352,Compliance,2012,"Crime,Drama,Thriller",6.4,"Ann Dowd, Dreama Walker, Pat Healy, Bill Camp, Matt Servitto"
tt19719836,Return to Seoul,2022,Drama,6.9,"Park Ji-min, Oh Gwang-Rok, Guka Han, Kim Sun-young, Yoann Zimmer"
tt19719976,Joyland,2022,"Comedy,Crime,Drama",7.6,"Ali Junejo, Rasti Farooq, Alina Khan, Sarwat Gilani, Salmaan Peerzada"
tt19724142,Hellhole,2022,"Horror,Mystery",5.8,"Piotr Zurawski, Olaf Lubaszenko, Sebastian Stankiewicz, Lech Dyblik, Rafal Iwaniuk"
tt1972571,A Most Wanted Man,2014,"Crime,Drama,Thriller",6.7,"Philip Seymour Hoffman, Rachel McAdams, Daniel Brühl, Robin Wright, Grigory Dobrygin"
tt1972591,King Arthur: Legend of the Sword,2017,"Action,Adventure,Drama",6.7,"Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou, Eric Bana"
tt1972779,The Best of Me,2014,"Drama,Romance",6.7,"James Marsden, Michelle Monaghan, Luke Bracey, Liana Liberato, Gerald McRaney"
tt1974419,The Neon Demon,2016,"Horror,Thriller",6.1,"Elle Fanning, Christina Hendricks, Keanu Reeves, Karl Glusman, Jena Malone"
tt1974420,Rules Don't Apply,2016,"Comedy,Drama,Romance",5.7,"Lily Collins, Haley Bennett, Taissa Farmiga, Steve Tom, Paul Sorvino"
tt1975159,Flight 7500,2014,"Drama,Horror,Sci-Fi",4.8,"Leslie Bibb, Ryan Kwanten, Amy Smart, Jamie Chung, Scout Taylor-Compton"
tt1975249,6 Bullets,2012,"Action,Crime,Drama",6.0,"Jean-Claude Van Damme, Joe Flanigan, Anna-Louise Plowman, Charlotte Beaumont, Steve Nicolson"
tt19755170,Bawaal,2023,"Action,Comedy,Drama",6.6,"Varun Dhawan, Janhvi Kapoor, Manoj Pahwa, Anjuman Saxena, Mukesh Tiwari"
tt19759204,Recep Ivedik 7,2022,Comedy,5.0,"Sahan Gökbakar, Öznur Serçeler, Irfan Kangi, Nurullah Celebi, Murat Ergür"
tt1976000,The Two Faces of January,2014,"Crime,Mystery,Romance",6.2,"Viggo Mortensen, Kirsten Dunst, Oscar Isaac, Daisy Bevan, Babis Hatzidakis"
tt19760052,The Taste of Things,2023,"Drama,History,Romance",7.4,"Juliette Binoche, Benoît Magimel, Emmanuel Salinger, Patrick d'Assumçao, Galatéa Bellugi"
tt1976009,Victor Frankenstein,2015,"Drama,Horror,Sci-Fi",6.0,"Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott, Bronson Webb"
tt1976989,Love and Honor,2013,"Drama,Romance,War",5.7,"Liam Hemsworth, Teresa Palmer, Aimee Teegarden, Aimee Teegarden, Austin Stowell"
tt19770238,Aftersun,2022,Drama,7.6,"Paul Mescal, Frankie Corio, Celia Rowlson-Hall, Sally Messham, Ayse Parlak"
tt1977739,Call Girl,2012,"Drama,Thriller",6.5,"Sofia Karemyr, Simon J. Berger, Josefin Asplund, Pernilla August, Anders Beckman"
tt1977895,Resolution,2012,"Drama,Horror,Mystery",6.4,"Peter Cilella, Vinny Curran, Emily Montague, Kurt David Anderson, Skyler Meacham"
tt1978532,Someone Marry Barry,2014,Comedy,5.8,"Tyler Labine, Damon Wayans Jr., Hayes MacArthur, Thomas Middleditch, Amanda Lund"
tt1979319,Rurouni Kenshin Part I: Origins,2012,"Action,Adventure,Drama",7.4,"Takeru Satoh, Emi Takei, Yû Aoi, Munetaka Aoki, Gô Ayano"
tt1979320,Rush,2013,"Biography,Drama,Sport",8.1,"Daniel Brühl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino"
tt1979376,Toy Story 4,2019,"Adventure,Animation,Comedy",7.6,"Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key"
tt1979388,The Good Dinosaur,2015,"Action,Adventure,Animation",6.7,"Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple, Jack McGraw"
tt1980209,Pain & Gain,2013,"Action,Biography,Comedy",6.4,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub, Ed Harris"
tt1980929,Begin Again,2013,"Comedy,Drama,Music",7.4,"Keira Knightley, Mark Ruffalo, Adam Levine, Hailee Steinfeld, James Corden"
tt1980986,Housefull 2,2012,"Action,Comedy,Drama",5.4,"Akshay Kumar, John Abraham, Asin Thottumkal, Jacqueline Fernandez, Riteish Deshmukh"
tt1981080,Tai Chi Zero,2012,"Action,Adventure,Drama",6.0,"Fung Hak-On, Xiaochao Yuan, Stephen Fung, Eddie Peng, Shu Qi"
tt1981107,The Young and Prodigious T.S. Spivet,2013,"Adventure,Comedy,Drama",7.0,"Helena Bonham Carter, Judy Davis, Callum Keith Rennie, Kyle Catlett, Niamh Wilson"
tt1981115,Thor: The Dark World,2013,"Action,Adventure,Fantasy",6.7,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård, Anthony Hopkins"
tt1981128,Geostorm,2017,"Action,Sci-Fi,Thriller",5.3,"Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara, Daniel Wu"
tt1981677,Pitch Perfect,2012,"Comedy,Music,Romance",7.1,"Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp, Skylar Astin"
tt19838608,Babli Bouncer,2022,"Comedy,Drama",6.5,"Tamannaah Bhatia, Sahil Vaid, Karan Singh Chhabra, Abhishek Bajaj, Saurabh Shukla"
tt19838634,Ulajh,2024,"Crime,Drama,Thriller",6.0,"Janhvi Kapoor, Gulshan Devaiah, Gulshan Devaiah, Roshan Mathew, Meiyang Chang"
tt1984153,Excision,2012,"Comedy,Drama,Horror",6.1,"AnnaLynne McCord, Roger Bart, Ariel Winter, Traci Lords, Matthew Gray Gubler"
tt1985017,Atlas Shrugged II: The Strike,2012,"Drama,Mystery,Sci-Fi",5.3,"Samantha Mathis, Jason Beghe, Esai Morales, Patrick Fabian, Diedrich Bader"
tt1985019,Austenland,2013,"Comedy,Romance",6.3,"Keri Russell, JJ Feild, Jennifer Coolidge, Bret McKenzie, James Callis"
tt1985266,No Men Allowed,2011,"Comedy,Drama,Romance",6.7,"Reza Attaran, Vishka Asayesh, Pegah Ahangarani, Mani Haghighi, Bahareh Rahnama"
tt19857862,Now or Never!,2024,"Adventure,Biography,Drama",2.2,"Nándor Berettyán, Sára Mosolygó, Balázs Koltai-Nagy, Tibor Fehér, Lajos Ottó Horváth"
tt19858164,Little Bone Lodge,2023,"Crime,Horror,Mystery",6.0,"Joely Richardson, Sadie Soverall, Neil Linpow, Harry Cadby, Cameron Jack"
tt1985949,The Angry Birds Movie,2016,"Action,Adventure,Animation",6.3,"Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph, Bill Hader"
tt1985966,Cloudy with a Chance of Meatballs 2,2013,"Adventure,Animation,Comedy",6.3,"Bill Hader, Anna Faris, Will Forte, Neil Patrick Harris, James Caan"
tt1985981,Desi Boyz,2011,"Comedy,Drama,Romance",5.7,"Akshay Kumar, John Abraham, Deepika Padukone, Chitrangda Singh, Anupam Kher"
tt19861162,The Return,2024,"Adventure,Drama,History",6.2,"Charlie Plummer, Marwan Kenzari, Claudio Santamaria, Ángela Molina, Juliette Binoche"
tt1986202,Whispers,2015,"Drama,Horror,Thriller",4.0,"Keeley Hazell, Craig Rees, Barbara Nedeljakova, Diane Ayala Goldner, John Gulager"
tt19862722,Find Me Falling,2024,"Comedy,Music,Romance",6.3,"Harry Connick Jr., Agni Scott, Ali Fumiko Whitney, Toni Dimitriou, Angeliki Filipidou"
tt19864802,Land of Bad,2024,"Action,Thriller",6.6,"Liam Hemsworth, Russell Crowe, Luke Hemsworth, Ricky Whittle, Milo Ventimiglia"
tt19864828,Memory,2023,Drama,6.7,"Alan Nehama, Dutch Welch, Aliya Campbell, Donald McQueen, Vilma Ortiz Donovan"
tt1986843,A Perfect Plan,2012,"Adventure,Comedy,Romance",6.3,"Diane Kruger, Dany Boon, Alice Pol, Robert Plagnol, Jonathan Cohen"
tt1986953,Storage 24,2012,"Horror,Sci-Fi",4.5,"Noel Clarke, Colin O'Donoghue, Antonia Campbell-Hughes, Laura Haddock, Jamie Thomas King"
tt1987680,The Upside,2017,"Comedy,Drama",7.0,"Kevin Hart, Bryan Cranston, Nicole Kidman, Aja Naomi King, Jahi Di'Allo Winston"
