code,poster,plot
tt19246408,https://image.tmdb.org/t/p/w500/7Ar20IXj63Ac2MEcZOHt7EC4fsM.jpg,"Cengiz is the singer at a tea garden in Bursa and his greatest ambition is to release an album. Cengiz's life changes when he meets Taskin. Believing that the song composed by Taskin's father, Serafettin, would be a great start for his album, Cengiz buys the song using money he borrowed from his older brother. When Taskin spends all that money, Cengiz starts performing with Taskin and his sister Arzu."
tt1925421,https://image.tmdb.org/t/p/w500/pdSxysKTeE6oTYhtVBF08Nwj2Ir.jpg,"Elena is a woman of a certain age, living in a chic Moscow apartment with her wealthy businessman husband Vladimir. While Vladimir is estranged from his daughter, he does not mask his contempt for Elena's own child, who seems to be in constant need of financial assistance. When Vladimir suddenly falls ill and his volatile, nihilistic daughter comes back into the picture, Elena must hatch a plan for her own survival."
tt1925431,https://image.tmdb.org/t/p/w500/kziBJGQFo9f0Vkj9s37qI0G9I0I.jpg,A fireman takes an unexpected course of action when a man whom he's been ordered to testify against—after being held up at a local convenience store—threatens him.
tt1925435,https://image.tmdb.org/t/p/w500/tBDuUfnAyN2OTHhyy4xyUrU8C2A.jpg,"Toward the end of World War II, Russian soldiers pushing into eastern Germany stumble across a secret Nazi lab, one that has unearthed and begun experimenting with the journal of one Dr. Victor Frankenstein. The scientists have used the legendary Frankenstein's work to assemble an army of super-soldiers stitched together from the body parts of their fallen comrades -- a desperate Hitler's last ghastly ploy to escape defeat"
tt1925479,https://image.tmdb.org/t/p/w500/ageNvAnhrwOrFjsB8mHqckee503.jpg,"When a cop's crooked past comes back to get him, can he do the right thing, or will he succumb to the threats of his dangerous connections?"
tt1925518,https://image.tmdb.org/t/p/w500/hYTnLRJcIbYZEN9vfYN93fm8l5R.jpg,"Kham finds himself in trouble when he is accused of killing a trader. While on the run from the trader's nieces who are martial artists, Kham meets a friend who warns him of a terrorist plot."
tt1926313,https://image.tmdb.org/t/p/w500/vKCuXtM3hpsm9kLu1Jlg5E79owb.jpg,Nishant starts dating Charu while his roommates Rajat and Vikrant already have girlfriends in Neha and Rhea respectively. Trouble starts when the guys feel that their girlfriends are dominating them.
tt1927077,https://image.tmdb.org/t/p/w500/iay5DmaYQZrvmDm0hrNHl6JQYRI.jpg,A romantic comedy set on Christmas Eve in Warsaw and centered around a series of characters.
tt1928330,https://image.tmdb.org/t/p/w500/d3b6f3OBRKTN6sOULUCQGNlIfBp.jpg,"Decorated Vietnam hero, Frank Vega returns home only to get shunned by society leaving him without a job or his high school sweetheart. It's not until forty years later when an incident on a commuter bus makes him a local hero where he's suddenly celebrated once again. But his good fortune suddenly turns for the worse when his best friend is murdered and the police aren't doing anything about it."
tt1928340,https://image.tmdb.org/t/p/w500/mTSBjTriWuvYp27dsTWF9hs25HB.jpg,"At an international school in Jakarta, a philosophy teacher challenges his class of twenty graduating seniors to choose which ten of them would take shelter underground and reboot the human race in the event of a nuclear apocalypse."
tt19289040,https://image.tmdb.org/t/p/w500/oo5KBgfp8EWzFQGnciNC0RJb2lZ.jpg,"Four dedicated housewives - Shivangi, Mansi, Neha, and Sakhina, whose lives revolve only around their husband and family, decide to escape the suffocating routine life by traveling to Goa for a few days to live life on their terms. They have no idea that their vacation will lead to a series of life-changing events."
tt1929263,https://image.tmdb.org/t/p/w500/w4k7KCwLPDixM13J2JYcqt9kHZ7.jpg,"The true story of the 4-year old son of a small-town pastor who, during emergency surgery, slips from consciousness and enters heaven. When he awakes, he recounts his experiences on the other side."
tt1929308,https://image.tmdb.org/t/p/w500/xgbECqu8xLVzmHT9p3SuB4HtSpL.jpg,"In remote Chile, a vacationing young woman begins to mentally unravel; meanwhile, her friends ignore her claim until it's too late."
tt1930294,https://image.tmdb.org/t/p/w500/dkUDpTgP634Mt7fl2rR5N7P9HRS.jpg,Three childhood friends set aside their personal issues and reunite for a girls’ weekend on a remote island off the coast of Maine. One wrong move turns their weekend getaway into a deadly fight for survival.
tt1930546,https://image.tmdb.org/t/p/w500/ns4gt4qD5JA3QioVlKzWSEM56Dj.jpg,"A story of a man who fakes his own death and assumes a new identity in order to escape his life, who then moves in with a woman who is also trying to leave her past behind."
tt1931435,https://image.tmdb.org/t/p/w500/ooSGwWVJRp81ErEH7VmTmVwjoMc.jpg,"To the amusement of their adult children and friends, long-divorced couple Don and Ellie Griffin are forced to play the happy couple for the sake of their adopted son's wedding after his ultra conservative Catholic biological mother unexpectedly decides to fly halfway across the world to attend. With all of the wedding guests looking on, the Griffins are hilariously forced to confront their past, present and future - and hopefully avoid killing each other in the process."
tt1931470,https://image.tmdb.org/t/p/w500/gVqIROaHxwwsxCSTEaEMqWyINmX.jpg,"Roméo and Juliette are two young actors. They fall in love at first sight, move in together and make a baby. A love story and the founding of a home like millions of others. Except that their little boy, Adam, behaves abnormally. The young parents try hard to persuade themselves that everything is okay but, with the passing of time, they cannot delude themselves anymore: their son has a problem. From now on, war is declared. A war against illness. A war against Death. A war against despair."
tt1931533,https://image.tmdb.org/t/p/w500/4ukEYAxlSivFcDG6vLxJB6PjTjg.jpg,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.
tt1931602,https://image.tmdb.org/t/p/w500/4TmLzB5bEUUQbFqMgWQjkDC2mUN.jpg,"Two New York City girls make a pact to lose their virginity during their first summer out of high school. When they both fall for the same street artist, the friends find their connection tested for the first time."
tt1932718,https://image.tmdb.org/t/p/w500/qSf3mmkjxohgnA8ZvhBQqTTBaWx.jpg,A romantic comedy that brings together three disparate characters who are learning to face a challenging and often confusing world as they struggle together against a common demon—sex addiction.
tt1932767,https://image.tmdb.org/t/p/w500/1unkWKdT68ba6NdiSsPqzJeylxc.jpg,"In New York City, a young girl is caught in the middle of her parents' bitter custody battle."
tt1934231,https://image.tmdb.org/t/p/w500/hGmjlOFPaqwxAxR3XDvalExTlXd.jpg,"Three unsuspecting, average guys find themselves on the hit list of one of India's most-powerful crime syndicates."
tt1935065,https://image.tmdb.org/t/p/w500/wYxr14jTu02noGxXRqPDJgK37wC.jpg,A young playboy who learns he has one month until he becomes infertile sets out to procreate as much as possible.
tt1935179,https://image.tmdb.org/t/p/w500/o2jT5jQdKh1HAF0fMKuGwBOwOYB.jpg,Two teenage boys find a fugitive hiding out on an island in the Mississippi River and help him reunite with his lover and escape an avenging family and their armed posse.
tt1935194,https://image.tmdb.org/t/p/w500/a0hTRjis1cxwmjOuBaS7WdDG3dj.jpg,"Master car thieves square off against French gangsters in the South of France with money, women and lives all on the line."
tt1935302,https://image.tmdb.org/t/p/w500/sQ3uSRb0wrgJf9sWc8LxYbnqltC.jpg,"Seven years on from the events of Monsters, and the ‘Infected Zones’ have spread worldwide. Humans have been knocked off the top of the food chain, with disparate communities struggling for survival. American soldiers are being sent abroad to protect US interests from the Monsters, but the war is far from being won."
tt19356262,https://image.tmdb.org/t/p/w500/yDKL1c2NWTLJdOqePBopU0wltIl.jpg,"Jamie, an uninhibited free spirit bemoaning yet another breakup with a girlfriend, and her demure friend Marian desperately needs to loosen up. In search of a fresh start, the two embark on an impromptu road trip to Tallahassee, but things quickly go awry when they cross paths with a group of inept criminals along the way."
tt1935859,https://image.tmdb.org/t/p/w500/CIlbMFOfYDj0MP23hsIYhFGrL6.jpg,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.
tt1935896,https://image.tmdb.org/t/p/w500/k3TcTGCgvvvhAiW9pkyWNz9CoNN.jpg,"An ambitious anthology film featuring segments directed by over two dozen of the world's leading talents in contemporary genre film. Inspired by children's educational ABC books, the film comprises 26 individual chapters, each helmed by a different director assigned a letter of the alphabet. The directors were then given free reign in choosing a word to create a story involving death."
tt1935897,https://image.tmdb.org/t/p/w500/5SBdbOkH3SgN6kEtUR2fxB5YCEb.jpg,"Belle, her little sister, and her comatose twin brother move into a new house with their single mother in order to save money to help pay for her brother's expensive healthcare. But when strange phenomena begin to occur including the miraculous recovery of her brother, Belle begins to suspect her mother isn't telling her everything and soon learns they moved into the infamous Amityville house."
tt1935902,https://image.tmdb.org/t/p/w500/6txTmb8OIimrQezgD8ERMmrrbnT.jpg,"When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go."
tt1935914,https://image.tmdb.org/t/p/w500/iRKybTUmEy3ZHS2o2ZDUCGyRAAn.jpg,"A mysterious epidemic spreads across the planet. Humanity develops an irrational fear of open spaces that causes instant death. Soon, the world population is trapped inside buildings. As Barcelona descends into chaos, Marc sets off on a quest to find Julia, his missing girlfriend, without ever going outside."
tt1935940,https://image.tmdb.org/t/p/w500/gW4FX4DFRnKlGINzB4UdZJnSdgE.jpg,"A father and son must team up to save Christmas when they discover Santa Claus sleeping in their garage, having crashed his sleigh and found himself on the run from the police."
tt1937118,https://image.tmdb.org/t/p/w500/urOhy4mkGTcRHjXBotanF6zyBJw.jpg,"Xavier is a 40-year-old father of two who still finds life very complicated. When the mother of his children moves to New York, he can't bear them growing up far away from him and so he decides to move there as well."
tt1937133,https://image.tmdb.org/t/p/w500/lJSNu2WJ5PGuEnyD8mfSVp5yY0H.jpg,Two mismatched cops team up to investigate the murder of a business mogul's wife.
tt1937149,https://image.tmdb.org/t/p/w500/eV6h3m3sWQlAlP760sAERWQ7KTI.jpg,"A woman’s body disappears mysteriously from the morgue without a trace. Police inspector Jaime Peña investigates the strange occurrence with the help of Álex Ulloa, the widower of the missing woman."
tt1937264,https://image.tmdb.org/t/p/w500/oOBHF6qWtMkzwpnrLDTKJPAb3zH.jpg,A girl dying of leukemia compiles a list of things she'd like to do before passing away. Topping the list is her desire to lose her virginity.
tt1937269,https://image.tmdb.org/t/p/w500/quw2cNXialcL4PIirf38w98d7Si.jpg,"On a flight home to Chicago for a family wedding, childhood friends Josh and Molly innocently agree to fake a wedding engagement to make Josh's dying father happy. Things quickly get out of hand with their two boisterous families, and a series of events causes them to pretend to be a couple and start planning a phony wedding. When the playacting begins to foster real feelings, the two must make some serious decisions: Split up and return to their lives in LA, or make a life as a couple back in Chicago?"
tt1937339,https://image.tmdb.org/t/p/w500/m21yedsv5rGNmvOU0X9ARvxC0XM.jpg,"Seven girls become good friends in high school, then events pull them apart for 25 years. When one of the friends lies dying in a hospital, she wishes to see each of them one last time."
tt1937390,https://image.tmdb.org/t/p/w500/piikL8vRh3s1ysHGTIqaZpdjfNU.jpg,"A man named Seligman finds a fainted wounded woman in an alley and he brings her home. She tells him that her name is Joe and that she is nymphomaniac. Joe tells her life and sexual experiences with hundreds of men since she was a young teenager while Seligman tells about his hobbies, such as fly fishing, reading about Fibonacci numbers or listening to organ music."
tt1937449,https://image.tmdb.org/t/p/w500/xn4eRVG2749Hqh9v8tbcdLMdd2p.jpg,"Set in the competitive world of modern agriculture, ambitious Henry Whipple wants his rebellious son Dean to help expand his family’s farming empire. However, Dean has his sights set on becoming a professional race car driver. When a high-stakes investigation into their business is exposed, father and son are pushed into an unexpected situation that threatens the family's entire livelihood."
tt1939659,https://image.tmdb.org/t/p/w500/kloXz9qwO23z9Kbt3z3MgnjF4xO.jpg,"A contemporary take on the horror classic about an awkward, telekinetic teenage girl, whose lonely life is dominated by relentless bullying at school and an oppressive religious fanatic mother at home. When her tormentors pull a humiliating prank at the senior prom, she unleashes a horrifying chaos on everyone, leaving nothing but destruction in her wake."
tt19406606,https://image.tmdb.org/t/p/w500/voLxg0emuu862JAgFwM4yTH3eGj.jpg,"Following a tense encounter with a mysterious stranger with otherworldly powers, a man is banished to a parallel, tyrannical, liberal Earth, where he fights to get back the woman he loves."
tt1945044,https://image.tmdb.org/t/p/w500/AwhFI88HW2BE62E6kEsTGPliZKB.jpg,"During an all-night, drug-fueled party at an abandoned asylum known for the horrific treatment of its patients, a group of ordinary teens decide to experiment with the occult, mysteriously leading to a violent possession. In an effort to find help, the group rushes to escape, only to find themselves locked inside with no means of communication. Tempers flare, trusts are broken and in attempt to save one of their friends possessed by the demon, the amateurs try to perform an exorcism. Instead of solving the problem, and unbeknownst to them, they unleash an even more powerful and vengeful spirit, one with a distinct motive and which wants them all dead. The teen's only chance of survival is to uncover the asylum's deep mysteries and find a way out before it's too late."
tt1945062,https://image.tmdb.org/t/p/w500/gl6Q7GwDnwHDNd1emmQBoyUKiwB.jpg,"A drama centered on a troubled young woman who moves to San Francisco, where she gets involved in pornography and aligns herself with a cocaine-addicted lawyer."
tt1945084,https://image.tmdb.org/t/p/w500/zYopOcb4VQQpcyJBtceyWKwYXsy.jpg,"After she betrays a powerful mob boss, a woman matches wits and weaponry with a legion of killers who are out to collect the bounty on the heads of her and her family."
tt1945228,https://image.tmdb.org/t/p/w500/by2hTbppbkyhQ2ddALHzXlUq8LM.jpg,"A celebration of the universe, displaying the whole of time, from its start to its final collapse. This film examines all that occurred to prepare the world that stands before us now: science and spirit, birth and death, the grand cosmos and the minute life systems of our planet."
tt1946502,https://image.tmdb.org/t/p/w500/p97LQ1TL95mptVL2AS8Rz1cJCQg.jpg,"In the adorably different town of Uglyville, weirdness is celebrated, strangeness is special and beauty is embraced as more than meets the eye. After traveling to the other side of a mountain, Moxy and her UglyDoll friends discover Perfection -- a town where more conventional dolls receive training before entering the real world to find the love of a child."
tt19465630,https://image.tmdb.org/t/p/w500/295gZzTXMvuiIG0U19h4M44PXxI.jpg,"Mykola is an eccentric pacifist who wants to be useful to humanity. When the war begins at Donbass, Mykola’s naive world is collapsing as the militants kill his pregnant wife and burn his home to the ground. Recovered, he makes a cardinal decision and gets enlisted in a sniper company. Having met his wife’s killers, he emotionally breaks down and arranges “sniper terror” for the enemy. He’s saved from a senseless death by his instructor who himself gets mortally wounded. The death of a friend leaves a “scar” and Mykola is ready to sacrifice his life."
tt1948150,https://image.tmdb.org/t/p/w500/pggLRaurdWwjqX2vkhKIVQSBjXV.jpg,"An honest, small town cop is transferred to a big city that is controlled by a crime boss that he had once humiliated."
tt19500164,https://image.tmdb.org/t/p/w500/2NQljeavtfl22207D1kxLpa4LS3.jpg,"A knight framed for a tragic crime teams with a scrappy, shape-shifting teen to prove his innocence."
tt1950186,https://image.tmdb.org/t/p/w500/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966."
tt1950235,https://image.tmdb.org/t/p/w500/rEVu3E1OhMPJeCAn9a6QLyVhZDj.jpg,"In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same."
tt1951166,https://image.tmdb.org/t/p/w500/3vUOc5i1nDaP4gmTQ9rpEsUJOUi.jpg,The head of a giant European investment bank desperately clings to power when an American hedge fund company tries to buy them out.
tt1951181,https://image.tmdb.org/t/p/w500/ArWRRQYeXL3nG4jYpMOPoBvgmy9.jpg,1921 New York. An immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.
tt1951216,https://image.tmdb.org/t/p/w500/y0z11oO94cBIcI2zzGeuxfrPQuw.jpg,"Paul Raymond builds a porn, entertainment and real estate empire that makes him the wealthiest man in Britain, but drugs doom his beloved daughter, Debbie."
tt1951261,https://image.tmdb.org/t/p/w500/vtxuPWkdllLNLVyGjKYa267ntuH.jpg,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off."
tt1951264,https://image.tmdb.org/t/p/w500/qdXXEFGuLLfMWa1DGEkWFUo8Zwd.jpg,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever."
tt1951265,https://image.tmdb.org/t/p/w500/2hTPkBiXoMmrdtYgHtB9WU5dg80.jpg,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.
tt1951266,https://image.tmdb.org/t/p/w500/7uLJCuK0ufoDklUdOORC8XanOKw.jpg,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games."
tt1954206,https://image.tmdb.org/t/p/w500/oebs05w6hggeleB0F28uerrzvkq.jpg,"After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol."
tt1954315,https://image.tmdb.org/t/p/w500/kasPhXDk4BI4FUS3ku5Y4GrgBJY.jpg,"An enigmatic vagrant cons himself into the home life of an arrogant upper-class family, turning their lives into a psychological nightmare in the process."
tt1954470,https://image.tmdb.org/t/p/w500/xAy208Znkingmfnb5ZbULwLyIwW.jpg,"In 1970s India, Sardar Khan vows to take revenge on the man who killed his father decades earlier."
tt1954598,https://image.tmdb.org/t/p/w500/3PxKzBv4hr7rKjofcCiMRnwx4AT.jpg,"Ladies Vs Ricky Bahl movie is a fun-filled rom-com where a smooth and charming conman, Ricky Bahl, cons girls for a living but finally meets his match. Dimple Chaddha, a brash 19 year old Delhi college girl falls in love with Sunny Singh, a fitness trainer. Raina Parulekar, a 28 year old independent and successful corporate woman in Mumbai does business with an art dealer Deven Shah. Saira Rashid, a 24 year old sweet, hard working widow in Lucknow makes a new friend, the shy Iqbal Khan.  Three very different girls who each get taken for a lot of money by each of these three men. The problem is that it is actually just one man - Ricky Bahl who got the looks and he's got the charm. He could have the pick of the ladies. But love isn't Ricky's priority - money is!  But a chance encounter unites the three girls and, discovering the truth, they hatch a plan to get their money back. So now unsuspecting Ricky is about to meet his match in the shapely form of Ishika Desai"
tt1954701,https://image.tmdb.org/t/p/w500/gy58pmCztFrpxaRM9rGhv93LgCP.jpg,"Niko, a twenty-something college dropout, lives for the moment as he drifts through the streets of Berlin, curiously observing everyone around him and oblivious to his growing status as an outsider. Then on one fateful day, through a series of absurdly amusing encounters, everything changes."
tt1956620,https://image.tmdb.org/t/p/w500/pFdS7SIdjcrYXtf141dabWVly9B.jpg,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for."
tt1958043,https://image.tmdb.org/t/p/w500/yGTHvZE1ggog8w06kqg1HyTANjT.jpg,"Beneath the fake blood and cheap masks of countless haunted house attractions across the country, there are whispers of truly terrifying alternatives. Looking to find an authentic, blood-curdling good fright for Halloween, five friends set off on a road trip in an RV to track down these underground Haunts. Just when their search seems to reach a dead end, strange and disturbing things start happening and it becomes clear that the Haunt has come to them…"
tt1959332,https://image.tmdb.org/t/p/w500/fFdQobIfbHfCl1PcJ9lE8gDTuPK.jpg,A young medical student struggling to pay tuition is drawn into the shady world of underground body-modification.
tt1959409,https://image.tmdb.org/t/p/w500/si6EM290HlZayLRjb3zduRLL2mQ.jpg,"Imaginaerum tells the story of an elderly composer, Tom, who suffers from severe dementia. As he has had the disease for years and has regressed into childhood, he remembers practically nothing from his adult life. His music, friends, all his past including the memory of his daughter are a blur in his fragile mind. All he has left is the imagination of a ten year old boy. As he drifts away into coma, it seems impossible to get back what he has lost. Or is it?"
tt1959438,https://image.tmdb.org/t/p/w500/oUrphKci0e2GyFaInyJLvr8Gbi3.jpg,"Beautiful vampire Djuna tries to resist the advances of the handsome, human screenwriter Paolo, but eventually gives in to their passion. When her seductive and highly volatile sister Mimi unexpectedly comes to visit, she threatens Djuna's new relationship, and the whole vampire community becomes endangered."
tt1959490,https://image.tmdb.org/t/p/w500/trtD17IqSWV9Nbn4OILztc9GuCX.jpg,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.
tt1959563,https://image.tmdb.org/t/p/w500/5CGjlz2vyBhW5xHW4eNOZIdgzYq.jpg,"The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time."
tt1961175,https://image.tmdb.org/t/p/w500/w6vjeHx3UEaBXIyc8VFqyZYKznD.jpg,"Following the murder of his fiancée, Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets."
tt1961675,https://image.tmdb.org/t/p/w500/dvBKVyN7CDbyQ1qebXj529Vs2MK.jpg,"A man's life, thoughts, feelings and his very own darkness... Adapted from Dostoevsky's novel ""Notes from Underground"", Demirkubuz follows Muharrem as he gets himself invited to a party where he is not welcome, just to find himself disgusted."
tt19623228,https://image.tmdb.org/t/p/w500/s0cWPhzpKJ4kspaleMcOduHBFBw.jpg,"In the late 19th century, a young Danish priest travels to a remote part of Iceland to build a church and photograph its people. But the deeper he goes into the unforgiving landscape, the more he strays from his purpose, the mission and morality."
tt19623240,https://image.tmdb.org/t/p/w500/wtFwgFFk1ze789ghcadWGEVjj3N.jpg,"After Christopher Robin abandons them for college, Pooh and Piglet embark on a bloody rampage as they search for a new source of food."
tt19637052,https://image.tmdb.org/t/p/w500/p7jyFWiLyHPttqYBFAlLJwtYTYH.jpg,"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Las Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou’s criminal family."
tt1964418,https://image.tmdb.org/t/p/w500/kziYpr5Nfw60P0My8aj1sgCEqed.jpg,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland."""
tt1964624,https://image.tmdb.org/t/p/w500/6NCBSCCcyef9aNcABsVGZwuehSC.jpg,"A sixteen-year-old boy insinuates himself into the house of a fellow student from his literature class and writes about it in essays for his French teacher. Faced with this gifted and unusual pupil, the teacher rediscovers his enthusiasm for his work, but the boy’s intrusion will unleash a series of uncontrollable events."
tt1965065,https://image.tmdb.org/t/p/w500/qSNMz9BRpEfVvpKIv3fROd2bLOI.jpg,"After breaking up with her boyfriend, a bookstore manager resists a seemingly perfect guy's attempts to woo her."
tt1965272,https://image.tmdb.org/t/p/w500/3AMmKdLbeGr8KxbsOwERzRM3xdy.jpg,An ordinary milkman is forced to become the fictional character Velayudham who takes on the scum of the earth.
tt19652910,https://image.tmdb.org/t/p/w500/1MK86Vr2nf1GSYOtRd8pFvA5RM8.jpg,"The world is a mysterious place when seen through the eyes of an animal. EO, a grey donkey with melancholic eyes, meets good and bad people on his life’s path, experiences joy and pain, endures the wheel of fortune randomly turn his luck into disaster and his despair into unexpected bliss. But not even for a moment does he lose his innocence."
tt1965308,https://image.tmdb.org/t/p/w500/eGb5HdsCYJCS7jFyAD6uKqri9Vt.jpg,"In a quest for a new, more humane society, a counter-culture revolution takes the world by storm. In the first of the InterReflections Trilogy, we look back to the modern world and wonder how it was we managed to survive as long as we had."
tt19653180,https://image.tmdb.org/t/p/w500/onQUSikPNXVvoT3wCLzHgiOPrHT.jpg,"At the age of 40, Leila has spent her entire life caring for her parents and four brothers. A family that is constantly arguing and under pressure from various debts in the face of sanctions against Iran. While her brothers are struggling to make ends meet, Leila makes a plan."
tt1966359,https://image.tmdb.org/t/p/w500/avRiH6kbsw3Wxi1J7857alb9yyt.jpg,"Upon learning that their mother has been lying to them for years about their allegedly deceased father, two fraternal twin brothers hit the road in order to find him."
tt1966566,https://image.tmdb.org/t/p/w500/pk2d5ahR9g4R3YDlhNA5m1vHhFv.jpg,"A band of determined Russian soldiers fight to hold a strategic building in their devastated city against a ruthless German army, and in the process become deeply connected to a Russian woman who has been living there."
tt1966604,https://image.tmdb.org/t/p/w500/fq1MMkiKjCLUO0rZf8FL1JdjHAw.jpg,"In 1994 a 13-year-old boy disappeared without a trace from his home in San Antonio, Texas. Three-and-a-half years later he is found alive thousands of miles away in a village in southern Spain with a horrifying story of kidnap and torture. His family is overjoyed to bring him home. But all is not quite as it seems."
tt1967545,https://image.tmdb.org/t/p/w500/iQdbCtk1Q3TdZRBKSLU1Vh870l7.jpg,Two two strangers are drawn together under incredible circumstances. What starts as an unforeseen encounter over a long holiday weekend soon becomes a second chance love story.
tt1967614,https://image.tmdb.org/t/p/w500/jR7PZd7K0dFT6oL9qhbSsiJXDsR.jpg,"An aging comic icon, Jackie Burke, has seen better days. Despite his efforts to reinvent himself and his comic genius, the audience only wants to know him as the former television character he once played. Already a strain on his younger brother and his wife, Jackie is forced to serve out a sentence doing community service for accosting an audience member. While there, he meets Harmony, the daughter of a sleazy Florida real estate mogul, and the two find inspiration in one another, resulting in surprising consequences."
tt1969062,https://image.tmdb.org/t/p/w500/knQuQkoqNLXKvdwcjgGpY1gzmJa.jpg,"A manic-depressive mess of a father tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier."
tt19712072,https://image.tmdb.org/t/p/w500/mkEQiWvOp4MYElFfnFv8jqajVPR.jpg,"The movie revolves around Chengiz, an underworld mafia from the 1970s to the mid-90s that ruled the streets of Calcutta."
tt19713090,https://image.tmdb.org/t/p/w500/1VbLdFkOW5v8iE2TFMoPo5pKNUQ.jpg,"When retired hitman’s wife goes on vacation with her friend, she asks him to look after the friend's teenage daughter. Things go awry when he is forced to use a little violence to protect the girl from juvenile delinquents, but then they are found dead and the girl is kidnapped."
tt1971325,https://image.tmdb.org/t/p/w500/h7SEtIWOfLsuCWhQgflev7ppRPq.jpg,"Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity."
tt1971352,https://image.tmdb.org/t/p/w500/bLdu28fr9txYlHLmEOyGplDT3nH.jpg,"On a particularly busy day at a suburban Ohio fast food restaurant, manager Sandra receives a phone call from a police officer saying that an employee has stolen money from a customer."
tt19719836,https://image.tmdb.org/t/p/w500/gkhyaG86TJeQd3yhtpKR6ifoMcZ.jpg,"After an impulsive travel decision to visit friends, Freddie, 25, returns to South Korea for the first time, where she was born before being adopted and raised in France. Freddie suddenly finds herself embarking on an unexpected journey in a country she knows so little about, taking her life in new and unexpected directions."
tt19719976,https://image.tmdb.org/t/p/w500/7InKwVFgvIgfwuPKd0C3R9OeoN7.jpg,"As a patriarchal family yearns for the birth of a son to continue their family line, their youngest son secretly joins an erotic dance theatre and falls for its transgender starlet."
tt19724142,https://image.tmdb.org/t/p/w500/y47wBamj9vdqBeGaLEFTrYEPTeC.jpg,"In a monastery cut off from the world, the monks run a clinic for the possessed. One day, a young policeman Marek comes to the convent. Posing as a clergyman, he penetrates monastic life and tries to explain the recent, mysterious disappearance of several tormented inmates. It turns out, however, that there is no way out of the monastery."
tt1972571,https://image.tmdb.org/t/p/w500/6B76Z5Ct758RfKFoFg37skVRiMp.jpg,A Chechen Muslim illegally immigrates to Hamburg and becomes a person of interest for a covert government team tracking the movements of potential terrorists.
tt1972591,https://image.tmdb.org/t/p/w500/9kKXH6eJpzoFGhCbTN3FVwSQK3n.jpg,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not."
tt1972779,https://image.tmdb.org/t/p/w500/9YoIpSqRFPBSRWf9Rkm9baUg02c.jpg,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.
