code,title,year,genres,rating,cast,poster,plot
tt9239552,Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson,2019,"Action,Adventure,Animation",7.8,"Jun Fukushima, Sora Amamiya, Rie Takahashi, Ai Kayano, Aki Toyosaki",https://image.tmdb.org/t/p/w500/fv5BgcfkpWh3V6Pb1qVlXESBOdl.jpg,"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke."
tt9239888,The Ruthless,2019,"Crime,Drama",6.2,"Riccardo Scamarcio, Sara Serraiocco, Alessio Praticò, Alessandro Tedeschi, Marie-Ange Casta",https://image.tmdb.org/t/p/w500/tlm4Jtl8WJfoW2jg52f5ewKQWym.jpg,"Milan, Italy, 1967. Santo Russo, a boy of Calabrian origin, arrives north with his parents and younger brother to find better living conditions. Due to an absurd misunderstanding and his father's contempt, Santo ends up in prison, where he gets a “true education.” In 1978, he and his friends Slim and Mario embark on a 15-year criminal career, a successful and ruthless spiral of robberies, kidnappings, murders and heroin smuggling."
tt9242528,The Survivor,2021,"Biography,Drama,History",6.7,"Ben Foster, Billy Magnussen, Vicky Krieps, Peter Sarsgaard, Saro Emirze",https://image.tmdb.org/t/p/w500/oZWJ20tGWZ5xO9CrTCVavmDRy7J.jpg,"Harry Haft is a boxer who fought fellow prisoners in the concentration camps to survive. Haunted by the memories and his guilt, he attempts to use high-profile fights against boxing legends like Rocky Marciano as a way to find his first love again."
tt9243804,The Green Knight,2021,"Adventure,Drama,Fantasy",6.6,"Dev Patel, Alicia Vikander, Alicia Vikander, Joel Edgerton, Sarita Choudhury",https://image.tmdb.org/t/p/w500/if4hw3Ou5Sav9Em7WWHj66mnywp.jpg,"An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men."
tt9243946,El Camino,2019,"Crime,Drama,Thriller",7.3,"Aaron Paul, Jonathan Banks, Matt Jones, Charles Baker, Todd Terry",https://image.tmdb.org/t/p/w500/ePXuKdXZuJx8hHMNr2yM4jY2L7Z.jpg,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future."
tt9244554,Last Looks,2021,"Action,Comedy,Crime",5.8,"Charlie Hunnam, Mel Gibson, Lucy Fry, Rupert Friend, Morena Baccarin",https://image.tmdb.org/t/p/w500/ud0XdA2xAghDR66j3I84DnNlC2g.jpg,"A disgraced ex-cop seeks solace by moving to the woods, but his quiet life comes to an end when a private eye recruits him to investigate the murder of an eccentric TV star's wife."
tt9247314,Spiral,2019,"Drama,Horror,Mystery",5.4,"Jeffrey Bowyer-Chapman, Ari Cohen, June Laporte, Ty Wood, Lochlyn Munro",https://image.tmdb.org/t/p/w500/mkIek8qY0tc8YxSgUs83bkWFihD.jpg,"A same-sex couple move to a small town so they can enjoy a better quality of life and raise their 16 year-old daughter with the best social values. But nothing is as it seems in their picturesque neighbourhood. And when Malik sees the folks next door throwing a very strange party, something very shocking has got to give."
tt9248940,Dream Girl,2019,"Comedy,Romance",7.0,"Ayushmann Khurrana, Nushrratt Bharuccha, Annu Kapoor, Manjot Singh, Abhishek Banerjee",https://image.tmdb.org/t/p/w500/sdvwxrNtUOsdKgPkLCMLbKTSpAv.jpg,"Desperate to find employment, Karam picks up a job as ‘Pooja’ at a call center for sex chats, keeping most people in his life in the dark about the nature of his work. How long can he keep it up before everyone including his girlfriend and father find out?"
tt9248952,Jawaani Jaaneman,2020,"Comedy,Drama",6.5,"Saif Ali Khan, Alaya F, Tabu, Kumud Mishra, Kubbra Sait",https://image.tmdb.org/t/p/w500/705gRohjQM7v3yuX9kHMNM9fjEy.jpg,The carefree life of a 40-year-old playboy comes to a standstill when he comes to know that he has a 20 something-year-old daughter.
tt9248972,Mission Mangal,2019,"Drama,History",6.5,"Akshay Kumar, Vidya Balan, Taapsee Pannu, Sonakshi Sinha, Nithya Menen",https://image.tmdb.org/t/p/w500/nQZJK8ApcqjkHs7IE3ybQudBz8J.jpg,A team of Indian scientists at ISRO (Indian Space Research Organisation) take on the extraordinary task of successfully sending a satellite into the orbit of planet Mars in a country's maiden attempt.
tt9252468,Mosul,2019,"Action,Drama,Thriller",7.1,"Waleed Elgadi, Suhail Dabbach, Adam Bessa, Is'haq Elias, Mohimen Mahbuba",https://image.tmdb.org/t/p/w500/dW1UNgDkVNreqYJk1YKo4ACa705.jpg,"When ISIS took their homes, families and city, one group of men fought to take it all back. Based on true events, this is the story of the Nineveh SWAT team, a renegade police unit who waged a guerrilla operation against ISIS in a desperate struggle to save their home city of Mosul."
tt9252488,The Secrets We Keep,2020,"Drama,Thriller",5.9,"Noomi Rapace, Joel Kinnaman, Chris Messina, Jackson Dean Vincent, Amy Seimetz",https://image.tmdb.org/t/p/w500/llH79Avl9IYYoHTKRv0iA8rzpuO.jpg,"In post-World War II America, a woman, rebuilding her life in the suburbs with her husband, kidnaps her neighbor and seeks vengeance for the heinous war crimes she believes he committed against her."
tt9252508,Tall Girl,2019,"Comedy,Drama,Family",5.3,"Ava Michelle, Griffin Gluck, Sabrina Carpenter, Paris Berelc, Luke Eisner",https://image.tmdb.org/t/p/w500/m0clsFEXidLVJ0TueqWOvvImOMh.jpg,"Jodi, the tallest girl in her high school, has always felt uncomfortable in her own skin. But after years of slouching, being made fun of, and avoiding attention at all costs, Jodi finally decides to find the confidence to stand tall."
tt9257484,Rattlesnake,2019,"Drama,Horror,Mystery",4.7,"Carmen Ejogo, Theo Rossi, Emma Greenwell, Apollonia Love Pratt, Debrianna Mansini",https://image.tmdb.org/t/p/w500/cEr3S3Atr4eRlHmMOA1GvaX0f4p.jpg,"After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown."
tt9260636,Bigil,2019,"Action,Drama,Sport",6.7,"Joseph Vijay, Joseph Vijay, Nayanthara, Jackie Shroff, Vivek",https://image.tmdb.org/t/p/w500/bk6x3PHpTC3zpVHedGFfygHxbll.jpg,"A do-gooder don wants his footballer son to uplift the life of his people by becoming a champion, but fate draws the youngster into a life of violence. Will he be able to fulfill his father’s dream when an opportunity comes his way seven years later?"
tt9261218,Uncorked,2020,Drama,6.4,"Courtney B. Vance, Lashun Pollard, Michael Mobley, Robert Cox, Mamoudou Athie",https://image.tmdb.org/t/p/w500/neUgCuBhafxYQyXTKxwjQejqqa7.jpg,Elijah must balance his dream of becoming a master sommelier with his father's expectations that he carry on the family's Memphis BBQ joint.
tt9263550,Rocketry: The Nambi Effect,2022,"Biography,Drama",8.6,"Madhavan, Simran, Rajit Kapoor, Rajit Kapoor, Ravi Raghavendra",https://image.tmdb.org/t/p/w500/o7A1agEoXvwyyOmIbHnUhfnC34j.jpg,"The story of the great Indian rocket scientist, Shri Nambi Narayanan's life, a true patriot, who was turned into a villain in the blink of an eye after being falsely accused of treason."
tt9264728,What Lies Below,2020,"Drama,Horror,Mystery",4.4,"Ema Horvath, Troy Iwata, Danny Corbo, Mena Suvari, Trey Tucker",https://image.tmdb.org/t/p/w500/25FaS1xPTz1reG95D1M68Gc7NNG.jpg,"A socially awkward teenager is blindsided when her mother introduces her to her new fiancée. At first, his charm, intelligence, and beauty seem too good to be true, and after a series of strange occurrences, the teenage daughter realizes that this new member of their family is not exactly who he seems."
tt9271672,Prey for the Devil,2022,"Horror,Mystery,Thriller",5.3,"Jacqueline Byers, Debora Zhecheva, Christian Navarro, Posy Taylor, Colin Salmon",https://image.tmdb.org/t/p/w500/iCvgemXf2Kpr2LvpDmt5J9NhjKM.jpg,"In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her."
tt9274670,13 Minutes,2021,"Action,Drama,Thriller",4.7,"Trace Adkins, Yancey Arias, Thora Birch, Tokala Black Elk, Darryl Cox",https://image.tmdb.org/t/p/w500/vXyKsKEmmONGXH3sf8o4b8YWJGC.jpg,"As a new day begins in the small American town of Minninnewah, the residents start their day as ordinary as the next. Mother Nature, however, has other plans for them. Inhabitants have just 13 minutes to seek shelter before the largest tornado on record ravages the town, leaving them struggling to protect their loved ones and fighting for their lives. Left to deal with the aftermath, four families must overcome their differences and find strength in each other in order to survive."
tt9285882,Blue Story,2019,"Crime,Drama,Musical",6.3,"Jo Martin, Micheal Ward, Sean Sagar, Richie Campbell, Rohan Nedd",https://image.tmdb.org/t/p/w500/qI4Rw83LxKq07xIjM3RcbKcWpAM.jpg,"Blue Story is a tragic tale of a friendship between Timmy and Marco, two young boys from opposing postcodes. Timmy, a shy, smart, naive and timid young boy from Deptford, goes to school in Peckham where he strikes up a friendship with Marco, a charismatic, streetwise kid from the local area. Although from warring postcodes, the two quickly form a firm friendship until it is tested and they wind up on rival sides of a street war. Blue Story depicts elements of Rapman's own personal experiences and aspects of his childhood."
tt9288046,The Sea Beast,2022,"Action,Adventure,Animation",7.0,"Karl Urban, Zaris-Angel Hator, Jared Harris, Marianne Jean-Baptiste, Benjamin Plessala",https://image.tmdb.org/t/p/w500/9Zfv4Ap1e8eKOYnZPtYaWhLkk0d.jpg,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters — and make history to boot."
tt9288692,Werewolves Within,2021,"Comedy,Horror,Mystery",6.0,"Sam Richardson, Milana Vayntrub, George Basil, Sarah Burns, Michael Chernus",https://image.tmdb.org/t/p/w500/5CGgbgyvmE39Yoqa80GKsgClbQm.jpg,"When a proposed pipeline creates hostilities between residents of a small town, a newly-arrived forest ranger must keep the peace after a snowstorm confines the townspeople to an old lodge. But when a mysterious creature begins terrorizing the group, their worst tendencies and prejudices rise to the surface, and it is up to the ranger to keep the residents alive, both from each other and the monster which plagues them."
tt9288776,White Snake,2019,"Action,Adventure,Animation",7.0,"Kaiji Tang, Kaiji Tang, Matthew Moy, Matthew Moy, Stephanie Sheh",https://image.tmdb.org/t/p/w500/30SLnoKmYNyRPkKCYowsrGLRnJA.jpg,"One day a young woman named Blanca is saved by Xuan, a snake catcher from a nearby village. She has lost her memory, and together they go on a journey to discover her real identity, developing deeper feelings for one another along the way. But as they learn more about her past, they uncover a darker plot of supernatural forces vying for power, with the fate of the world hanging in the balance."
tt9288822,The Wonder,2022,"Drama,Mystery,Thriller",6.6,"Florence Pugh, Tom Burke, Kíla Lord Cassidy, Niamh Algar, David Wilmot",https://image.tmdb.org/t/p/w500/npBvD1rRQHYGrxuwr2OrzXLso1w.jpg,"Haunted by her past, a nurse travels from England to a remote Irish village in 1862 to investigate a young girl's supposedly miraculous fast."
tt9308382,The High Note,2020,"Drama,Music,Romance",6.4,"Dakota Johnson, Tracee Ellis Ross, Kelvin Harrison Jr., Bill Pullman, Zoë Chao",https://image.tmdb.org/t/p/w500/yHsu8swJSgqDrsPiu7adBjOPLlp.jpg,"Set in the dazzling world of the LA music scene comes the story of Grace Davis, a superstar whose talent, and ego, have reached unbelievable heights. Maggie is Grace’s overworked personal assistant who’s stuck running errands, but still aspires to her childhood dream of becoming a music producer. When Grace’s manager presents her with a choice that could alter the course of her career, Maggie and Grace come up with a plan that could change their lives forever."
tt9310328,Altered Carbon: Resleeved,2020,"Action,Animation,Crime",6.4,"Ray Chase, Ray Chase, Doug Stone, Doug Stone, Kaiji Tang",https://image.tmdb.org/t/p/w500/vlIYzx7cc4Wvaoh7ShjF2HZG45.jpg,"On the planet Latimer, Takeshi Kovacs must protect a tattooist while investigating the death of a yakuza boss alongside a no-nonsense CTAC."
tt9314984,The Power,2021,"Horror,Mystery,Thriller",5.5,"Mark Smith, Marley Chesham, Rose Williams, Diveen Henry, Amy Beth Hayes",https://image.tmdb.org/t/p/w500/s0aVEjT1DWopUrJehACWZyqpO99.jpg,"London, 1974. As Britain prepares for electrical blackouts to sweep across the country, trainee nurse Val arrives for her first day at the crumbling East London Royal Infirmary. With most of the patients and staff evacuated to another hospital, Val is forced to work the night shift, finding herself in a dark, near empty building. Within these walls lies a deadly secret, forcing Val to face both her own traumatic past and deepest fears."
tt9318280,Driveways,2019,Drama,7.2,"Lucas Jaye, Hong Chau, Brian Dennehy, Laurent Rejto, Stan Carp",https://image.tmdb.org/t/p/w500/4kxgyi84VkgRyyPl6hQih0uCMCB.jpg,"Eight-year-old Cody is spending the summer in an unfamiliar setting with his mom Kathy. Though he can't relate to the neighbourhood kids, things take an unexpected turn when he develops an unusual friendship with grouchy old Del from next door."
tt9319812,Hum Chaar,2019,Drama,6.8,"Prit Kamani, Simran Sharma, Anshuman Malhotra, Tushar Pandey, Veebha Anand",https://image.tmdb.org/t/p/w500/7ro9ZdzaTYa0pPwbhRr3ASzeeo.jpg,"The story of the film revolves around four college friends went their own direction in life, but remained inseparable from each other."
tt9319826,Jungle Cry,2022,"Drama,Sport",7.2,"Abhay Deol, Emily Shah, Steve Aldis, Rhys ap William, Sherry Baines",https://image.tmdb.org/t/p/w500/e5FtkxJad6gKErNhYZJwHL8SO9w.jpg,"12 boys from Kalinga Institute with no clue about rugby, trained hard to master this beautiful sport. Not only that, within just 4 months, they became the roaring The Jungle Cats of India and went on to win the 2007 Under-14 Rugby World Cup."
tt9340860,Let Him Go,2020,"Crime,Drama,Thriller",6.7,"Diane Lane, Kevin Costner, Kayli Carter, Ryan Bruce, Otto Hornung",https://image.tmdb.org/t/p/w500/EsLZoT8oHhQlGd1QpdbnvnwTzO.jpg,"Following the loss of their son, a retired sheriff and his wife leave their Montana ranch to rescue their young grandson from the clutches of a dangerous family living off the grid in the Dakotas."
tt9340892,All My Friends Hate Me,2021,"Comedy,Horror",6.3,"Georgina Campbell, Dustin Demri-Burns, Christopher Fairbank, Tom Stourton, Joshua McGuire",https://image.tmdb.org/t/p/w500/7j5ZLDGWQ4U3iAD2wLNhs0CjpuQ.jpg,"A college reunion goes awry when Pete suspects his friends may be out to get him... As their weekend getaway grows more and more uncomfortable, should Pete be worried about his safety, or is it all in his head?"
tt9345754,The Occupant,2020,"Drama,Thriller",6.4,"Javier Gutiérrez, Mario Casas, Bruna Cusí, Ruth Díaz, Iris Vallés Torres",https://image.tmdb.org/t/p/w500/8L5dEEWX8VGavhfqL5Z5TkHRLAZ.jpg,"An unemployed executive is forced to sell his apartment. When he discovers that he still has the keys, he becomes obsessed with the family that now lives there and decides to recover the life he has lost, at any price."
tt9347730,Candyman,2021,"Horror,Thriller",5.9,"Yahya Abdul-Mateen II, Teyonah Parris, Nathan Stewart-Jarrett, Colman Domingo, Kyle Kaminsky",https://image.tmdb.org/t/p/w500/qeV15PpR8jFJA9TF9JPXIoqEgp1.jpg,"A Chicago artist's sanity starts to unravel, unleashing a terrifying wave of violence when he begins to explore the macabre history of the Candyman."
tt9352356,The Djinn,2021,"Horror,Thriller",4.8,"Ezra Dewey, Rob Brownstein, Tevy Poe, Tevy Poe, John Erickson",https://image.tmdb.org/t/p/w500/yk0XkUc3kz6Mrnk9y7o7weSOpO0.jpg,A mute boy is trapped in his apartment with a sinister monster when he makes a wish to fulfill his heart’s greatest desire.
tt9354842,To All the Boys: P.S. I Still Love You,2020,"Comedy,Drama,Romance",6.1,"Lana Condor, Noah Centineo, Jordan Fisher, Anna Cathcart, Janel Parrish",https://image.tmdb.org/t/p/w500/maib5VlmEqp5xlN8lptnBSftp2o.jpg,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.
tt9354944,Jexi,2019,"Comedy,Romance,Sci-Fi",6.0,"Adam Devine, Alexandra Shipp, Rose Byrne, Ron Funches, Charlyne Yi",https://image.tmdb.org/t/p/w500/sizYjc8lAFStRZXtI1uRBDsOTt6.jpg,"Phil's new phone comes with an unexpected feature, Jexi...an A.I. determined to keep him all to herself in a comedy about what can happen when you love your phone more than all else."
tt9356952,The Death of Dick Long,2019,"Comedy,Crime,Drama",6.4,"Michael Abbott Jr., Virginia Newcomb, Andre Hyland, Sarah Baker, Jess Weixler",https://image.tmdb.org/t/p/w500/vURitOcmtcH8Dr1bWryTvfkeyJX.jpg,"Dick died last night, and Zeke and Earl don’t want anybody finding out how. That’s too bad though, cause news travels fast in small-town Alabama."
tt9357050,Dear Evan Hansen,2021,"Drama,Musical",6.1,"Ben Platt, Julianne Moore, Kaitlyn Dever, Amy Adams, Danny Pino",https://image.tmdb.org/t/p/w500/hKjBQhsnCMt86kPKpPwV4meeFPo.jpg,"Evan Hansen, a high schooler with social anxiety, unintentionally gets caught up in a lie after the family of a classmate who committed suicide mistakes one of Hansen’s letters for their son’s suicide note."
tt9362722,Spider-Man: Across the Spider-Verse,2023,"Action,Adventure,Animation",8.5,"Shameik Moore, Hailee Steinfeld, Brian Tyree Henry, Luna Lauren Velez, Jake Johnson",https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most."
tt9362930,Blue Beetle,2023,"Action,Adventure,Sci-Fi",5.9,"Xolo Maridueña, Bruna Marquezine, Becky G, Damián Alcázar, George Lopez",https://image.tmdb.org/t/p/w500/mXLOHHc1Zeuwsl4xYKjKh2280oL.jpg,"Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab."
tt9373688,Settlers,2021,"Drama,Sci-Fi,Thriller",4.8,"Sofia Boutella, Ismael Cruz Cordova, Brooklynn Prince, Nell Tiger Free, Jonny Lee Miller",https://image.tmdb.org/t/p/w500/tBUYDwiJVDcnjPneOitVetJk2Rt.jpg,"Remmy and her parents, refugees from Earth, have found peace on the Martian outskirts until strangers appear in the hills beyond their farm. Told as a triptych, the film follows Remmy as she struggles to survive in an uneasy landscape."
tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,"Action,Adventure,Fantasy",7.3,"Simu Liu, Simu Liu, Awkwafina, Tony Leung Chiu-wai, Ben Kingsley",https://image.tmdb.org/t/p/w500/d08HqqeBQSwN8i8MEvpsZ8Cb438.jpg,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.
tt9387250,Skylines,2020,"Action,Adventure,Sci-Fi",4.8,"Lindsey Morgan, Jonathan Howard, Daniel Bernhardt, Rhona Mitra, James Cosmo",https://image.tmdb.org/t/p/w500/2W4ZvACURDyhiNnSIaFPHfNbny3.jpg,"When a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans, Captain Rose Corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity."
tt9389998,Pushpa: The Rise - Part 1,2021,"Action,Crime,Drama",7.6,"Rashmika Mandanna, Samantha Ruth Prabhu, Fahadh Faasil, Allu Arjun, Rajasekhar Aningi",https://image.tmdb.org/t/p/w500/r1yAzVQNbCbPTbB3GZFour9Qr0t.jpg,"Pushpa Raj is a coolie who rises in the world of red sandalwood smuggling. Along the way, he doesn’t shy from making an enemy or two."
tt9398640,Between Two Ferns: The Movie,2019,Comedy,6.1,"Zach Galifianakis, Matthew McConaughey, Rekha Shankar, Olivia Mekdara, Mo Zelof",https://image.tmdb.org/t/p/w500/cHxc8v1GkzdjjhF2qnpG6wdXrOT.jpg,"Galifianakis dreamed of becoming a star. But when Will Ferrell discovered his public access TV show, 'Between Two Ferns' and uploaded it to Funny or Die, Zach became a viral laughing stock. Now Zach and his crew are taking a road trip to complete a series of high-profile celebrity interviews and restore his reputation."
tt9411972,Where the Crawdads Sing,2022,"Drama,Mystery,Romance",7.2,"Daisy Edgar-Jones, Taylor John Smith, Harris Dickinson, David Strathairn, Michael Hyatt",https://image.tmdb.org/t/p/w500/n1el846gLDXfhOvrRCsyvaAOQWv.jpg,"Abandoned by her family, Kya raises herself all alone in the marshes outside of her small town. When her former boyfriend is found dead, Kya is instantly branded by the local townspeople and law enforcement as the prime suspect for his murder."
tt9412268,Furie,2019,"Action,Drama,Thriller",6.3,"Veronica Ngo, Mai Cát Vi, Thanh Nhien Phan, Pham Anh Khoa, Kim Long Thach",https://image.tmdb.org/t/p/w500/6LON0M5qfRb8M2XqKnUvOpCBq3Z.jpg,"When a little girl is kidnapped by a trafficking ring, they soon find they messed with the wrong child. Her mother, a notorious former gang leader, is close on their trail and will go to any lengths to bring her child home."
tt9419056,The Unholy,2021,"Drama,Horror,Mystery",5.1,"Jeffrey Dean Morgan, Cricket Brown, William Sadler, Katie Aselton, Cary Elwes",https://image.tmdb.org/t/p/w500/bShgiEQoPnWdw4LBrYT5u18JF34.jpg,"Alice is a young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister."
tt9419834,Secret Obsession,2019,"Crime,Drama,Mystery",4.5,"Brenda Song, Mike Vogel, Dennis Haysbert, Ashley Scott, Paul Sloan",https://image.tmdb.org/t/p/w500/3imcOeBpIRNkD01Yu7qBg68E96o.jpg,"Newlywed Jennifer is brutally attacked at a dark rest stop. While healing from her injuries, she can’t recall anything from her past, including the ordeal. Her husband, Russell , is just thankful she’s alive and eager to get her home. As he reintroduces her to their secluded mountain estate, Detective Page  pursues Jennifer’s assailant — his own daughter went missing and was never found. The same fate now awaits Jennifer, unless someone realizes that her loving caretaker is actually her captor."
tt9419884,Doctor Strange in the Multiverse of Madness,2022,"Action,Adventure,Fantasy",6.9,"Benedict Cumberbatch, Elizabeth Olsen, Elizabeth Olsen, Chiwetel Ejiofor, Benedict Wong",https://image.tmdb.org/t/p/w500/ddJcSKbcp4rKZTmuyWaMhuwcfMz.jpg,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary."
tt9419976,Triggered,2020,"Action,Comedy,Horror",4.8,"Reine Swart, Russell Crous, Liesl Ahlers, Cameron Scott, Steven John Ward",https://image.tmdb.org/t/p/w500/aqcCIyvVYa5BnmtCL7NVB2Ifn2C.jpg,"Nine friends, all harboring a dark secret, go camping in the woods. After a wild night of partying, they wake up with suicide bombs strapped to their chests, all with varying times on their countdown clocks. They decide to work out how to disarm the bombs or find help - until they discover they can 'take' one another's time by killing each other."
tt9420648,Bala,2019,Comedy,7.3,"Ayushmann Khurrana, Bhumi Pednekar, Yami Gautam, Saurabh Shukla, Jaaved Jaaferi",https://image.tmdb.org/t/p/w500/yIDQRD4rPofIodn0b1Md2WyXzSD.jpg,A man suffering from alopecia copes with his lack of self-confidence and the societal pressure that comes with being bald.
tt9421570,The Guilty,2021,"Crime,Drama,Thriller",6.3,"Jake Gyllenhaal, Riley Keough, Peter Sarsgaard, Christina Vidal, Eli Goree",https://image.tmdb.org/t/p/w500/m8aR1k35oZMOzZ1kYWUyt401mwq.jpg,A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.
tt9426210,Weathering with You,2019,"Animation,Drama,Fantasy",7.5,"Kotaro Daigo, Nana Mori, Tsubasa Honda, Sakura Kiryu, Sei Hiraizumi",https://image.tmdb.org/t/p/w500/qgrk7r1fV4IjuoeiGS5HOhXNdLJ.jpg,"The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky."
tt9430698,One Piece: Stampede,2019,"Action,Adventure,Animation",7.5,"Felecia Angelle, Felecia Angelle, Greg Ayres, Greg Ayres, Greg Ayres",https://image.tmdb.org/t/p/w500/lTmEC8wYMnivC4inWDthavlMkBS.jpg,"The world's boldest buccaneers set sail for the great Pirate Festival, where the Straw Hats join a mad-dash race to find Gol D. Roger's treasure. There's just one little problem: An old member of Roger's crew has a sinister score to settle."
tt9441638,The Big Ugly,2020,"Crime,Drama,Thriller",5.1,"Vinnie Jones, Malcolm McDowell, Ron Perlman, Nicholas Braun, Leven Rambin",https://image.tmdb.org/t/p/w500/iV30anuKJcrEPHe4GtRb6dtw89G.jpg,"Neeyln has always been the loyal enforcer for crime boss Harris back in London, taking care of problems and people that disrupt his illicit business. When Harris strikes a deal with an old friend -- American oilman Preston -- they find themselves in the wild hills of West Virginia. Contracts are signed and the whiskey flows in celebration, but overnight Neelyn's girlfriend disappears, last seen with Preston's wayward son Junior. Lines are drawn between family and friends, but nothing will stop Neelyn from getting answers -- and retribution."
tt9465600,3022,2019,Sci-Fi,4.5,"Omar Epps, Kate Walsh, Angus Macfadyen, Jorja Fox, Miranda Cosgrove",https://image.tmdb.org/t/p/w500/dp1brl24LXGFU3JPFaDoljDONRz.jpg,A group of astronauts living in the haunting emptiness of deep space struggle to cope after Earth suffers an extinction-level event.
tt9466114,The Idea of You,2024,"Comedy,Drama,Romance",6.3,"Anne Hathaway, Nicholas Galitzine, Ella Rubin, Annie Mumolo, Reid Scott",https://image.tmdb.org/t/p/w500/Y5P4Q3q8nrruZ9aD3wXeJS2Plg.jpg,"40-year-old single mom Solène begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for."
tt9466814,Cobra,2022,"Action,Crime,Thriller",6.0,"Vikram, Irfan Pathan, Srinidhi Shetty, K.S. Ravikumar, Robo Shankar",https://image.tmdb.org/t/p/w500/eriBjgwmiXWqKKZxciLQiWgof1K.jpg,"A genius mathematician doubles up as a hit man, assassinating people opposing a ruthless corporate behemoth. While he manages to stay ahead of the Interpol and the psychotic head of the corporation, who are after him, can he evade the mysterious hacker who is keen to unmask him?"
tt9471678,Ultraman: Rising,2024,"Action,Adventure,Animation",6.9,"Christopher Sean, Christopher Sean, Tamlyn Tomita, Tamlyn Tomita, Rob Fukuzaki",https://image.tmdb.org/t/p/w500/cYaThZqtLuBThBcrV6YRLLwL8F5.jpg,"A star athlete reluctantly returns home to take over his father's duties as Ultraman, shielding Tokyo from giant monsters as he becomes a legendary hero."
tt9472334,Malum,2023,"Drama,Horror,Thriller",5.1,"Jessica Sula, Candice Coke, Chaney Morrow, Natalie Victoria, Britt George",https://image.tmdb.org/t/p/w500/m1rcLLs0KmS8Cg60sLoMZC2OyDR.jpg,A rookie police officer willingly takes the last shift at a newly decommissioned police station in an attempt to uncover the mysterious connection between her father's death and a vicious cult.
